chrom	start	end	aCD14-PBMC-1313.bedgraph_rolled	aCD14-PBMC-1382.bedgraph_rolled	aCD14-PBMC-1389.bedgraph_rolled	bCD19-PBMC-1313.bedgraph_rolled	bCD19-PBMC-1382.bedgraph_rolled	bCD19-PBMC-1389.bedgraph_rolled	cCD4-PBMC-1313.bedgraph_rolled	cCD4-PBMC-1382.bedgraph_rolled	cCD4-PBMC-1389.bedgraph_rolled	dCD8-PBMC-1313.bedgraph_rolled	dCD8-PBMC-1382.bedgraph_rolled	dCD8-PBMC-1389.bedgraph_rolled	eCD56-PBMC-1313.bedgraph_rolled	eCD56-PBMC-1382.bedgraph_rolled	eCD56-PBMC-1389.bedgraph_rolled
chr1	941083	941085	0.25	0.4	0.182	0.5	0.333	0	NA	0.333	0.254	0.6	0	0.802	0.498	0.333	0
chr1	941103	941105	0.098	0	0.113	0.538	0.165	0	NA	0.667	0	0.648	0	0.75	0.429	0.5	0.333
chr1	941111	941113	0.2	0	0	0.417	0	0	NA	0	0.25	0.735	0	0.75	0.571	0.402	0
chr1	941157	941159	0.301	0	0.087	0.502	0	0	0	0.25	0.333	0.64	0	0.5	0.501	0.167	0
chr1	941170	941172	0.366	0.33	0.182	0.283	0	0.066	0	0	0	0.595	0.286	0.598	0.4	0.25	0.333
chr1	941224	941226	0.3	0	0.222	0.335	0	0	0	0	0.333	0.609	0.222	0.22	0.31	0.143	0
chr1	941235	941237	0.3	0	0.284	0.284	0	0	0	0	0	0.619	0.128	0.302	0.385	0.143	0
chr1	941238	941240	0.165	0	0.284	0.284	0	0.075	0	0	0	0.587	0.198	0.197	0.308	0.143	0
chr1	941262	941264	0.235	0	0.284	0.249	0	0.25	0.5	0	0	0.501	0.111	0.143	0.268	0.167	0
chr1	941270	941272	0.165	0	0.429	0.376	0	0	0	0	0	0.597	0.249	0.286	0.311	0.2	0
chr1	941273	941275	0.154	0	0.249	0.499	0	0.165	0	0	0.333	0.544	0.249	0	0.216	0.667	0
chr1	941285	941287	0.152	0	0.333	0.427	0.333	0	0	0.167	0	0.537	0.25	0.11	0.385	0.2	0
chr1	941290	941292	0.306	0	1	0.376	0	0.093	0	0	0	0.549	0.444	0.197	0.427	0.398	0
chr1	941299	941301	0.078	0	0.33	0.249	0	0	0	0.2	0	0.548	0.222	0.099	0.388	0	0
chr1	941322	941324	0.334	0	0.398	0.222	0.143	0.18	0.503	0	0	0.715	0.111	0.113	0.583	0.2	0.198
chr1	941347	941349	0.111	0	0.165	0.556	0.124	0.374	0.333	0	0	0.639	0.109	0.124	0.498	0.2	0
chr1	941351	941353	0.125	0	0.398	0.444	0.167	0.125	0.667	0	0.33	0.573	0.331	0	0.556	0.6	0
chr1	941359	941361	0.111	0.198	0.333	0.333	0.249	0.284	0.333	0	0.33	0.546	0.113	0	0.556	0.5	0.333
chr1	941361	941363	0.222	0.5	0.333	0.556	0.125	0.284	0.333	0	0	0.546	0.113	0.141	0.499	0.75	0
chr1	941379	941381	0.167	0.165	0.333	0.275	0.249	0.286	0.5	0.286	0	0.475	0.128	0	0.498	0.167	0
chr1	941381	941383	0	0.165	0.374	0.3	0.124	0.286	0.5	0.143	0	0.557	0.143	0.125	0.638	0.333	0
chr1	941386	941388	0	0.165	0.249	0.3	0.143	0.375	NA	0	0	0.6	0.223	0	0.544	0.333	0
chr1	941420	941422	0.198	0.143	0.109	0.556	0.128	0.223	0.503	0.25	0.198	0.5	0.111	0.128	0.875	0.167	0.5
chr1	941426	941428	0.247	0.143	0.146	0.375	0.251	0.125	0.667	0.249	0.198	0.533	0.125	0.286	0.75	0.398	NA
chr1	941435	941437	0.167	0.143	0.223	0.556	0	0.301	0.667	0	0	0.559	0	0	0.713	0.198	NA
chr1	941440	941442	0.283	0.427	0.098	0.751	0	0.226	0.667	0.11	0	0.525	0	0.429	0.75	0.333	0.5
chr1	941452	941454	0.499	0.33	0.223	0.778	0.334	0.254	0.667	0.113	0	0.569	0	0.333	0.75	0	0
chr1	941476	941478	0.247	0.125	0.301	0.556	0.283	0.4	1	0	0	0.5	0	0.113	0.667	0.335	NA
chr1	941489	941491	0.286	0	0.125	0.5	0.283	0.274	0.667	0	0	0.503	0	0.125	0.571	0.25	NA
chr1	941567	941569	0.372	0	0.107	0.571	0.573	0	NA	0	0	0.315	0.247	0	0.67	0.165	0.247
chr1	941577	941579	0.337	0	0.107	0.714	0.625	0	NA	0.25	0	0.442	0	0	0	0.335	0
chr1	941587	941589	0.4	0	0	0.5	0.444	0.128	NA	0	0	0.44	0	0.143	0	0.333	0
chr1	941612	941614	0.284	0	0	0.8	0.167	0.113	NA	0.4	NA	0.176	0	0.143	0.333	0.398	0
chr1	941633	941635	0.624	0.6	0.333	1	0.167	0	NA	0.33	0	0.133	0	0	0.275	0	0
chr1	941647	941649	0.141	0.247	0	0.8	0.167	0	1	0.25	0	0.278	0	0.093	0.197	0	0
chr1	941650	941652	0.284	0.247	0.5	0.8	0.286	0	1	0	0.333	0.224	0	0.093	0.25	0.667	0
chr1	941653	941655	0.251	0.247	0	0.6	0.143	0.202	1	0	0.333	0.209	0.4	0	0.1	0	0
chr1	941656	941658	0.124	0.247	0	1	0.286	0.202	1	0.33	0	0.11	0	0.091	0.091	0	NA
chr1	941668	941670	0.333	0.4	0	0.67	0.333	0	NA	0	0	0.265	0.2	0	0.111	NA	0
chr1	941686	941688	0.25	0.402	0	0.67	0.2	0.169	1	0	0	0.145	0	0.111	0.1	NA	0
chr1	941697	941699	0.444	0.402	0.143	0.67	0.2	0	1	0	0	0.284	0	0.111	0.183	NA	0
chr1	941706	941708	0	0.402	0	0.802	0.2	0.253	1	0.2	0	0.333	0	0.223	0.2	NA	0
chr1	941719	941721	0	0.402	0.284	0.802	0.247	0.082	1	0	0	0.25	0	0.302	0.182	0	0
chr1	941724	941726	0	0.402	0	0.75	0.247	0	1	0	0	0.459	0	0.302	0.182	0	0
chr1	941729	941731	0.5	0.5	0.124	0.75	0.247	0	1	0	0	0.337	0	0.372	0.2	0	0
chr1	941734	941736	0	0.402	0	0.75	0.5	0.2	1	0	0	0.404	0	0.226	0.2	0	NA
chr1	941754	941756	0	0.402	0	0.667	0	0.143	1	0.333	0.5	0.501	0	0.226	0.222	0	NA
chr1	941765	941767	0.125	1	0.111	0.667	0	0.18	0.75	0	0	0.376	0	0.283	1	NA	NA
chr1	941777	941779	0	0.25	0	0.667	0	0	0.75	0	0	0.5	0	0.503	0.286	NA	NA
chr1	941781	941783	0.111	0.402	0	0.667	NA	0.098	0.8	0	NA	0.501	0	0.429	0.286	NA	NA
