ReadName	allcelltype	ucelltype	assignedcelltype	CheckedCpG	mismatchCpG	notacceptedCpG	acceptedCpG	finalacceptedfor	finalrejectedfor	MateCIGARok
A00580:76:HFLG2DSXX:3:1222:5882:17347	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1510:25427:26334	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1544:14190:17957	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906']"	['']	"['chr18:24080938', 'chr18:24080906']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2472:25807:33348	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1571:15311:33583	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr18:24080938']	['']	['chr18:24080938']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1417:2962:30765	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906']"	['']	"['chr18:24080938', 'chr18:24080906']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2640:14253:4319	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1653:16278:7733	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906']"	['']	"['chr18:24080938', 'chr18:24080906']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2336:14579:22608	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr18:24080938']	['']	['chr18:24080938']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1253:15854:5682	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2330:21260:8312	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906']"	['']	"['chr18:24080938', 'chr18:24080906']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2216:30291:23829	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906']"	['']	['chr18:24080906']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1235:12165:5932	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2403:3125:22435	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2145:5330:35117	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849298']"	['']	"['chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849298']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2341:17255:22733	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr18:74849298']	['']	['chr18:74849298']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1434:21621:3803	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849298', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849312', 'chr18:74849323', 'chr18:74849298', 'chr18:74849356', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2419:11957:20541	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849298', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849298', 'chr18:74849356']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1571:17734:2425	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849298', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849319', 'chr18:74849323', 'chr18:74849298']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1474:21260:2832	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'Neu'""]"	"[""'Neu'"", ""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849170', 'chr18:74849298', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849170', 'chr18:74849298', 'chr18:74849356', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'"", ""'Neu'""]"	Y
A00580:76:HFLG2DSXX:4:2310:15365:30107	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'Neu'""]"	"[""'Neu'"", ""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849356', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'"", ""'Neu'""]"	Y
A00118:116:HJ7VFDSXX:3:1364:3152:35665	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'Neu'""]"	"[""'Neu'"", ""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849356', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'"", ""'Neu'""]"	Y
A00118:116:HJ7VFDSXX:3:1639:4616:3944	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'Neu'""]"	"[""'Neu'"", ""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849170', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849319', 'chr18:74849323', 'chr18:74849170', 'chr18:74849356']"	['']	notdetermined	"[""'CD8'"", ""'Neu'""]"	Y
A00580:76:HFLG2DSXX:4:2532:24975:13432	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'Neu'""]"	"[""'Neu'"", ""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849319', 'chr18:74849323', 'chr18:74849170', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849319', 'chr18:74849323', 'chr18:74849170', 'chr18:74849356', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'"", ""'Neu'""]"	Y
A00118:116:HJ7VFDSXX:3:2409:6397:4085	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849323', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849323', 'chr18:74849356', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2445:11143:4601	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849298', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849319', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2544:28763:23531	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849298', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849312', 'chr18:74849319', 'chr18:74849323', 'chr18:74849298', 'chr18:74849356', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2443:24858:12602	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849356', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1421:5927:2456	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'Neu'""]"	"[""'Neu'"", ""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849170', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849170', 'chr18:74849356', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'"", ""'Neu'""]"	Y
A00580:76:HFLG2DSXX:3:2257:9896:12305	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2371:21395:24361	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:74849373', 'chr18:74849356', 'chr18:74849376']"	['']	"['chr18:74849373', 'chr18:74849376']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1110:6686:28635	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr19:16208060']	['']	['chr19:16208060']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1607:26485:21402	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208060', 'chr19:16208083']"	['']	"['chr19:16208060', 'chr19:16208083']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1260:12554:28369	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208060', 'chr19:16208083', 'chr19:16208095']"	['']	"['chr19:16208060', 'chr19:16208083', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1537:11180:13244	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208060', 'chr19:16208110', 'chr19:16208095', 'chr19:16208083']"	['']	"['chr19:16208060', 'chr19:16208110', 'chr19:16208095', 'chr19:16208083']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1407:30373:5588	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208060', 'chr19:16208110', 'chr19:16208095', 'chr19:16208083']"	['']	"['chr19:16208060', 'chr19:16208110', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2602:10827:23124	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208128', 'chr19:16208110', 'chr19:16208095', 'chr19:16208083']"	['']	"['chr19:16208110', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1117:12382:14231	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208128', 'chr19:16208083', 'chr19:16208110', 'chr19:16208060', 'chr19:16208095']"	['']	"['chr19:16208128', 'chr19:16208083', 'chr19:16208110', 'chr19:16208060', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2672:13584:28432	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208187', 'chr19:16208128', 'chr19:16208083', 'chr19:16208110', 'chr19:16208060', 'chr19:16208095']"	['']	"['chr19:16208187', 'chr19:16208060', 'chr19:16208110', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1611:32651:11068	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208128', 'chr19:16208083', 'chr19:16208201', 'chr19:16208110', 'chr19:16208060', 'chr19:16208095']"	['']	"['chr19:16208128', 'chr19:16208083', 'chr19:16208201', 'chr19:16208110', 'chr19:16208060', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2358:24316:5400	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208187', 'chr19:16208128', 'chr19:16208083', 'chr19:16208201', 'chr19:16208110', 'chr19:16208095']"	['']	"['chr19:16208187', 'chr19:16208128', 'chr19:16208083', 'chr19:16208201', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2473:23204:4570	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208187', 'chr19:16208128', 'chr19:16208083', 'chr19:16208201', 'chr19:16208110', 'chr19:16208095']"	['']	"['chr19:16208187', 'chr19:16208128', 'chr19:16208083', 'chr19:16208201', 'chr19:16208110', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1256:30915:16642	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208187', 'chr19:16208128', 'chr19:16208083', 'chr19:16208201', 'chr19:16208110', 'chr19:16208060', 'chr19:16208095']"	['']	"['chr19:16208187', 'chr19:16208201', 'chr19:16208110', 'chr19:16208060', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1445:25003:28792	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208187', 'chr19:16208128', 'chr19:16208201', 'chr19:16208083']"	['']	"['chr19:16208187', 'chr19:16208128', 'chr19:16208201', 'chr19:16208083']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2138:1579:10332	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208187', 'chr19:16208128', 'chr19:16208083', 'chr19:16208201', 'chr19:16208110', 'chr19:16208095']"	['']	"['chr19:16208187', 'chr19:16208128', 'chr19:16208083', 'chr19:16208201', 'chr19:16208110', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2446:29432:31704	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208187', 'chr19:16208201']"	['']	"['chr19:16208187', 'chr19:16208201']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2310:20636:31501	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208187', 'chr19:16208128', 'chr19:16208201']"	['']	"['chr19:16208187', 'chr19:16208128', 'chr19:16208201']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2352:6750:1658	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208187', 'chr19:16208201']"	['']	"['chr19:16208187', 'chr19:16208201']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2343:26386:4163	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16208128', 'chr19:16208083', 'chr19:16208110', 'chr19:16208060', 'chr19:16208095']"	['']	"['chr19:16208128', 'chr19:16208083', 'chr19:16208110', 'chr19:16208060', 'chr19:16208095']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1667:11568:11287	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr19:16217485']	['']	['chr19:16217485']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1442:26928:19476	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr19:16217485']	['']	['chr19:16217485']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2539:2049:34882	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr19:16217485']	['']	['chr19:16217485']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1161:30083:10942	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16217485', 'chr19:16217518']"	['']	"['chr19:16217485', 'chr19:16217518']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2443:2808:7983	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16217485', 'chr19:16217518']"	['']	"['chr19:16217485', 'chr19:16217518']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2270:5538:1094	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16217485', 'chr19:16217518']"	['']	"['chr19:16217485', 'chr19:16217518']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1275:32090:13041	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16217485', 'chr19:16217518', 'chr19:16217538']"	['']	"['chr19:16217485', 'chr19:16217518', 'chr19:16217538']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2146:31132:8500	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16217485', 'chr19:16217518', 'chr19:16217538']"	['']	"['chr19:16217485', 'chr19:16217518', 'chr19:16217538']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1274:27543:17033	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr19:16217485', 'chr19:16217518', 'chr19:16217538']"	['']	"['chr19:16217485', 'chr19:16217518', 'chr19:16217538']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1452:21169:32675	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr19:16217538']	['']	['chr19:16217538']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2643:17291:23703	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86785586']	['']	['chr2:86785586']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2174:14281:7185	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785586']"	['']	"['chr2:86785649', 'chr2:86785586']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1573:5981:23375	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785649', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1502:23538:24377	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1539:29044:12148	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1629:21296:6778	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785684', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2168:27588:5462	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785684', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1270:25473:1078	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785649', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2542:21314:2863	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785586', 'chr2:86785684', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
